F1,Zip,City,Units Sold,Median Price,Year,County
1,84006,Copperton,4,,2003,Salt Lake
2,84009,South Jordan,0,,2003,Salt Lake
3,84020,Draper,141,"$253,000 ",2003,Salt Lake
4,84044,Magna,118,"$109,500 ",2003,Salt Lake
5,84047,Midvale,47,"$153,000 ",2003,Salt Lake
6,84065,Riverton,172,"$190,850 ",2003,Salt Lake
7,84070,Sandy,54,"$143,700 ",2003,Salt Lake
8,84081,West Jordan,0,,2003,Salt Lake
9,84084,West Jordan,178,"$146,450 ",2003,Salt Lake
10,84088,West Jordan,184,"$173,950 ",2003,Salt Lake
11,84092,Sandy,120,"$250,000 ",2003,Salt Lake
12,84093,Sandy,81,"$205,000 ",2003,Salt Lake
13,84094,Sandy,89,"$165,000 ",2003,Salt Lake
14,84095,South Jordan,125,"$239,000 ",2003,Salt Lake
15,84096,Herriman,0,,2003,Salt Lake
16,84101,Salt Lake City,6,"$64,500 ",2003,Salt Lake
17,84102,Salt Lake City,37,"$155,000 ",2003,Salt Lake
18,84103,Salt Lake City,68,"$239,950 ",2003,Salt Lake
19,84104,Salt Lake City,74,"$75,755 ",2003,Salt Lake
20,84105,Salt Lake City,104,"$184,200 ",2003,Salt Lake
21,84106,Salt Lake City,111,"$165,000 ",2003,Salt Lake
22,84107,Murray,59,"$141,000 ",2003,Salt Lake
23,84108,Salt Lake City,38,"$284,500 ",2003,Salt Lake
24,84109,Salt Lake City,64,"$213,950 ",2003,Salt Lake
25,84111,Salt Lake City,19,"$105,800 ",2003,Salt Lake
26,84115,South Salt Lake,66,"$108,500 ",2003,Salt Lake
27,84116,Salt Lake City,99,"$113,400 ",2003,Salt Lake
28,84117,Holladay,42,"$247,500 ",2003,Salt Lake
29,84118,Kearns,267,"$124,500 ",2003,Salt Lake
30,84119,West Valley City,113,"$124,900 ",2003,Salt Lake
31,84120,West Valley City,144,"$128,350 ",2003,Salt Lake
32,84121,Cottonwood,116,"$208,700 ",2003,Salt Lake
33,84123,Taylorsville,72,"$161,482 ",2003,Salt Lake
34,84124,Holladay,37,"$225,000 ",2003,Salt Lake
35,84128,West Valley,100,"$135,000 ",2003,Salt Lake
36,84129,Taylorsville,0,,2003,Salt Lake
37,84010,Bountiful,76,"$182,750 ",2003,Davis
38,84014,Centerville,25,"$171,000 ",2003,Davis
39,84015,Clearfield,201,"$123,500 ",2003,Davis
40,84025,Farmington,32,"$182,250 ",2003,Davis
41,84037,Kaysville,61,"$176,000 ",2003,Davis
42,84040,Layton,80,"$160,687 ",2003,Davis
43,84041,Layton,108,"$135,300 ",2003,Davis
44,84054,North Salt Lake,20,"$332,900 ",2003,Davis
45,84075,Syracuse,86,"$168,854 ",2003,Davis
46,84087,Woods Cross,31,"$159,500 ",2003,Davis
47,84067,Roy,160,"$122,000 ",2003,Weber
48,84310,Eden,16,"$210,000 ",2003,Weber
49,84315,Hooper,16,"$163,975 ",2003,Weber
50,84317,Huntsville,6,"$167,250 ",2003,Weber
51,84401,Marriott/Slaterville,112,"$77,575 ",2003,Weber
52,84403,South Ogden,160,"$101,545 ",2003,Weber
53,84404,Farr West/Harrisville,183,"$110,000 ",2003,Weber
54,84405,Riverdale/Ogden,98,"$127,450 ",2003,Weber
55,84414,North Ogden,77,"$155,000 ",2003,Weber
56,84022,Dugway,0,,2003,Tooele
57,84029,Grantsville,17,"$107,000 ",2003,Tooele
58,84071,Rush Valley,3,,2003,Tooele
59,84074,Tooele,167,"$118,575 ",2003,Tooele
60,84003,American Fork,99,"$190,000 ",2003,Utah
61,84004,Alpine,18,"$415,000 ",2003,Utah
62,84042,Lindon,15,"$269,125 ",2003,Utah
63,84043,Lehi,162,"$149,900 ",2003,Utah
64,84057,Orem,53,"$142,000 ",2003,Utah
65,84058,Orem,47,"$148,500 ",2003,Utah
66,84062,Pleasant Grove,81,"$175,000 ",2003,Utah
67,84097,Orem,35,"$177,000 ",2003,Utah
68,84601,Provo,70,"$134,750 ",2003,Utah
69,84604,Provo,33,"$179,900 ",2003,Utah
70,84606,Provo,32,"$137,000 ",2003,Utah
71,84626,Elberta,0,,2003,Utah
72,84633,Goshen,0,,2003,Utah
73,84645,Mona,0,,2003,Utah
74,84651,Payson,79,"$143,900 ",2003,Utah
75,84653,Salem,17,"$145,000 ",2003,Utah
76,84655,Santaquin,20,"$128,825 ",2003,Utah
77,84660,Spanish Fork,88,"$138,200 ",2003,Utah
78,84663,Springville,51,"$143,500 ",2003,Utah
79,84664,Mapleton,8,"$192,457 ",2003,Utah
80,84006,Copperton,4,,2004,Salt Lake
81,84009,South Jordan,0,,2004,Salt Lake
82,84020,Draper,139,"$320,000 ",2004,Salt Lake
83,84044,Magna,132,"$114,000 ",2004,Salt Lake
84,84047,Midvale,66,"$154,500 ",2004,Salt Lake
85,84065,Riverton,177,"$207,000 ",2004,Salt Lake
86,84070,Sandy,70,"$161,064 ",2004,Salt Lake
87,84081,West Jordan,0,,2004,Salt Lake
88,84084,West Jordan,213,"$150,000 ",2004,Salt Lake
89,84088,West Jordan,197,"$188,390 ",2004,Salt Lake
90,84092,Sandy,115,"$250,000 ",2004,Salt Lake
91,84093,Sandy,85,"$237,500 ",2004,Salt Lake
92,84094,Sandy,92,"$174,500 ",2004,Salt Lake
93,84095,South Jordan,119,"$265,900 ",2004,Salt Lake
94,84096,Herriman,0,,2004,Salt Lake
95,84101,Salt Lake City,3,,2004,Salt Lake
96,84102,Salt Lake City,23,"$157,000 ",2004,Salt Lake
97,84103,Salt Lake City,63,"$320,650 ",2004,Salt Lake
98,84104,Salt Lake City,71,"$95,000 ",2004,Salt Lake
99,84105,Salt Lake City,94,"$193,223 ",2004,Salt Lake
100,84106,Salt Lake City,96,"$177,500 ",2004,Salt Lake
101,84107,Murray,34,"$158,950 ",2004,Salt Lake
102,84108,Salt Lake City,67,"$307,216 ",2004,Salt Lake
103,84109,Salt Lake City,58,"$238,000 ",2004,Salt Lake
104,84111,Salt Lake City,19,"$103,000 ",2004,Salt Lake
105,84115,South Salt Lake,87,"$125,000 ",2004,Salt Lake
106,84116,Salt Lake City,121,"$114,000 ",2004,Salt Lake
107,84117,Holladay,55,"$220,000 ",2004,Salt Lake
108,84118,Kearns,314,"$129,250 ",2004,Salt Lake
109,84119,West Valley City,122,"$128,950 ",2004,Salt Lake
110,84120,West Valley City,189,"$131,500 ",2004,Salt Lake
111,84121,Cottonwood,108,"$230,500 ",2004,Salt Lake
112,84123,Taylorsville,60,"$156,900 ",2004,Salt Lake
113,84124,Holladay,73,"$234,900 ",2004,Salt Lake
114,84128,West Valley,106,"$144,150 ",2004,Salt Lake
115,84129,Taylorsville,0,,2004,Salt Lake
116,84010,Bountiful,74,"$171,250 ",2004,Davis
117,84014,Centerville,36,"$199,950 ",2004,Davis
118,84015,Clearfield,239,"$130,000 ",2004,Davis
119,84025,Farmington,42,"$225,000 ",2004,Davis
120,84037,Kaysville,63,"$199,500 ",2004,Davis
121,84040,Layton,66,"$174,000 ",2004,Davis
122,84041,Layton,138,"$137,000 ",2004,Davis
123,84054,North Salt Lake,36,"$292,450 ",2004,Davis
124,84075,Syracuse,97,"$184,000 ",2004,Davis
125,84087,Woods Cross,42,"$174,495 ",2004,Davis
126,84067,Roy,169,"$126,900 ",2004,Weber
127,84310,Eden,18,"$245,250 ",2004,Weber
128,84315,Hooper,20,"$215,000 ",2004,Weber
129,84317,Huntsville,8,"$303,000 ",2004,Weber
130,84401,Marriott/Slaterville,98,"$94,382 ",2004,Weber
131,84403,South Ogden,154,"$119,900 ",2004,Weber
132,84404,Farr West/Harrisville,211,"$123,350 ",2004,Weber
133,84405,Riverdale/Ogden,85,"$143,000 ",2004,Weber
134,84414,North Ogden,94,"$155,899 ",2004,Weber
135,84022,Dugway,0,,2004,Tooele
136,84029,Grantsville,24,"$124,950 ",2004,Tooele
137,84071,Rush Valley,5,"$157,000 ",2004,Tooele
138,84074,Tooele,181,"$126,000 ",2004,Tooele
139,84003,American Fork,97,"$245,000 ",2004,Utah
140,84004,Alpine,17,"$401,500 ",2004,Utah
141,84042,Lindon,25,"$223,000 ",2004,Utah
142,84043,Lehi,227,"$165,830 ",2004,Utah
143,84057,Orem,84,"$157,000 ",2004,Utah
144,84058,Orem,50,"$151,050 ",2004,Utah
145,84062,Pleasant Grove,100,"$186,250 ",2004,Utah
146,84097,Orem,37,"$176,900 ",2004,Utah
147,84601,Provo,66,"$131,000 ",2004,Utah
148,84604,Provo,57,"$230,000 ",2004,Utah
149,84606,Provo,32,"$150,075 ",2004,Utah
150,84626,Elberta,0,,2004,Utah
151,84633,Goshen,0,,2004,Utah
152,84645,Mona,0,,2004,Utah
153,84651,Payson,79,"$145,900 ",2004,Utah
154,84653,Salem,19,"$212,700 ",2004,Utah
155,84655,Santaquin,17,"$138,935 ",2004,Utah
156,84660,Spanish Fork,97,"$147,500 ",2004,Utah
157,84663,Springville,77,"$141,900 ",2004,Utah
158,84664,Mapleton,12,"$230,500 ",2004,Utah
159,84006,Copperton,3,,2005,Salt Lake
160,84009,South Jordan,0,,2005,Salt Lake
161,84020,Draper,203,"$339,000 ",2005,Salt Lake
162,84044,Magna,135,"$126,900 ",2005,Salt Lake
163,84047,Midvale,64,"$177,400 ",2005,Salt Lake
164,84065,Riverton,268,"$242,000 ",2005,Salt Lake
165,84070,Sandy,75,"$186,900 ",2005,Salt Lake
166,84081,West Jordan,0,,2005,Salt Lake
167,84084,West Jordan,253,"$179,500 ",2005,Salt Lake
168,84088,West Jordan,212,"$214,950 ",2005,Salt Lake
169,84092,Sandy,134,"$297,450 ",2005,Salt Lake
170,84093,Sandy,75,"$284,900 ",2005,Salt Lake
171,84094,Sandy,115,"$201,500 ",2005,Salt Lake
172,84095,South Jordan,163,"$314,600 ",2005,Salt Lake
173,84096,Herriman,0,,2005,Salt Lake
174,84101,Salt Lake City,5,"$97,747 ",2005,Salt Lake
175,84102,Salt Lake City,46,"$185,000 ",2005,Salt Lake
176,84103,Salt Lake City,79,"$350,000 ",2005,Salt Lake
177,84104,Salt Lake City,75,"$110,000 ",2005,Salt Lake
178,84105,Salt Lake City,107,"$236,500 ",2005,Salt Lake
179,84106,Salt Lake City,127,"$210,000 ",2005,Salt Lake
180,84107,Murray,63,"$203,500 ",2005,Salt Lake
181,84108,Salt Lake City,65,"$328,900 ",2005,Salt Lake
182,84109,Salt Lake City,71,"$252,000 ",2005,Salt Lake
183,84111,Salt Lake City,23,"$133,000 ",2005,Salt Lake
184,84115,South Salt Lake,100,"$142,625 ",2005,Salt Lake
185,84116,Salt Lake City,122,"$130,000 ",2005,Salt Lake
186,84117,Holladay,53,"$255,000 ",2005,Salt Lake
187,84118,Kearns,305,"$147,000 ",2005,Salt Lake
188,84119,West Valley City,147,"$135,900 ",2005,Salt Lake
189,84120,West Valley City,173,"$152,000 ",2005,Salt Lake
190,84121,Cottonwood,137,"$270,000 ",2005,Salt Lake
191,84123,Taylorsville,72,"$180,000 ",2005,Salt Lake
192,84124,Holladay,66,"$300,250 ",2005,Salt Lake
193,84128,West Valley,119,"$155,900 ",2005,Salt Lake
194,84129,Taylorsville,0,,2005,Salt Lake
195,84010,Bountiful,99,"$229,500 ",2005,Davis
196,84014,Centerville,26,"$261,500 ",2005,Davis
197,84015,Clearfield,303,"$148,000 ",2005,Davis
198,84025,Farmington,48,"$251,000 ",2005,Davis
199,84037,Kaysville,79,"$229,500 ",2005,Davis
200,84040,Layton,87,"$198,000 ",2005,Davis
201,84041,Layton,182,"$163,818 ",2005,Davis
202,84054,North Salt Lake,41,"$320,000 ",2005,Davis
203,84075,Syracuse,117,"$213,000 ",2005,Davis
204,84087,Woods Cross,43,"$184,900 ",2005,Davis
205,84067,Roy,197,"$139,500 ",2005,Weber
206,84310,Eden,25,"$389,000 ",2005,Weber
207,84315,Hooper,28,"$238,500 ",2005,Weber
208,84317,Huntsville,7,"$490,500 ",2005,Weber
209,84401,Marriott/Slaterville,129,"$108,500 ",2005,Weber
210,84403,South Ogden,148,"$119,950 ",2005,Weber
211,84404,Farr West/Harrisville,245,"$121,900 ",2005,Weber
212,84405,Riverdale/Ogden,100,"$142,315 ",2005,Weber
213,84414,North Ogden,93,"$182,500 ",2005,Weber
214,84022,Dugway,0,,2005,Tooele
215,84029,Grantsville,29,"$162,000 ",2005,Tooele
216,84071,Rush Valley,3,,2005,Tooele
217,84074,Tooele,221,"$144,000 ",2005,Tooele
218,84003,American Fork,108,"$239,950 ",2005,Utah
219,84004,Alpine,26,"$547,950 ",2005,Utah
220,84042,Lindon,26,"$322,450 ",2005,Utah
221,84043,Lehi,324,"$189,162 ",2005,Utah
222,84057,Orem,75,"$164,800 ",2005,Utah
223,84058,Orem,49,"$174,300 ",2005,Utah
224,84062,Pleasant Grove,125,"$250,000 ",2005,Utah
225,84097,Orem,39,"$180,000 ",2005,Utah
226,84601,Provo,99,"$152,000 ",2005,Utah
227,84604,Provo,76,"$202,450 ",2005,Utah
228,84606,Provo,42,"$171,603 ",2005,Utah
229,84626,Elberta,0,,2005,Utah
230,84633,Goshen,0,,2005,Utah
231,84645,Mona,0,,2005,Utah
232,84651,Payson,81,"$157,000 ",2005,Utah
233,84653,Salem,20,"$257,227 ",2005,Utah
234,84655,Santaquin,28,"$142,450 ",2005,Utah
235,84660,Spanish Fork,98,"$174,800 ",2005,Utah
236,84663,Springville,100,"$169,950 ",2005,Utah
237,84664,Mapleton,11,"$300,000 ",2005,Utah
238,84006,Copperton,4,,2006,Salt Lake
239,84009,South Jordan,0,,2006,Salt Lake
240,84020,Draper,180,"$399,500 ",2006,Salt Lake
241,84044,Magna,132,"$154,450 ",2006,Salt Lake
242,84047,Midvale,65,"$219,900 ",2006,Salt Lake
243,84065,Riverton,224,"$312,500 ",2006,Salt Lake
244,84070,Sandy,89,"$217,000 ",2006,Salt Lake
245,84081,West Jordan,0,,2006,Salt Lake
246,84084,West Jordan,244,"$214,250 ",2006,Salt Lake
247,84088,West Jordan,197,"$255,000 ",2006,Salt Lake
248,84092,Sandy,109,"$378,035 ",2006,Salt Lake
249,84093,Sandy,68,"$314,775 ",2006,Salt Lake
250,84094,Sandy,109,"$242,000 ",2006,Salt Lake
251,84095,South Jordan,172,"$362,275 ",2006,Salt Lake
252,84096,Herriman,53,"$308,000 ",2006,Salt Lake
253,84101,Salt Lake City,8,"$138,100 ",2006,Salt Lake
254,84102,Salt Lake City,21,"$264,000 ",2006,Salt Lake
255,84103,Salt Lake City,54,"$388,750 ",2006,Salt Lake
256,84104,Salt Lake City,72,"$129,950 ",2006,Salt Lake
257,84105,Salt Lake City,103,"$303,000 ",2006,Salt Lake
258,84106,Salt Lake City,118,"$256,150 ",2006,Salt Lake
259,84107,Murray,57,"$206,550 ",2006,Salt Lake
260,84108,Salt Lake City,53,"$395,000 ",2006,Salt Lake
261,84109,Salt Lake City,66,"$338,950 ",2006,Salt Lake
262,84111,Salt Lake City,21,"$185,000 ",2006,Salt Lake
263,84115,South Salt Lake,58,"$180,706 ",2006,Salt Lake
264,84116,Salt Lake City,117,"$151,000 ",2006,Salt Lake
265,84117,Holladay,44,"$379,500 ",2006,Salt Lake
266,84118,Kearns,322,"$179,900 ",2006,Salt Lake
267,84119,West Valley City,132,"$175,000 ",2006,Salt Lake
268,84120,West Valley City,169,"$175,000 ",2006,Salt Lake
269,84121,Cottonwood,115,"$305,000 ",2006,Salt Lake
270,84123,Taylorsville,68,"$217,250 ",2006,Salt Lake
271,84124,Holladay,78,"$348,750 ",2006,Salt Lake
272,84128,West Valley,142,"$193,450 ",2006,Salt Lake
273,84129,Taylorsville,0,,2006,Salt Lake
274,84010,Bountiful,80,"$254,200 ",2006,Davis
275,84014,Centerville,29,"$258,000 ",2006,Davis
276,84015,Clearfield,272,"$173,950 ",2006,Davis
277,84025,Farmington,49,"$306,000 ",2006,Davis
278,84037,Kaysville,85,"$334,900 ",2006,Davis
279,84040,Layton,93,"$239,900 ",2006,Davis
280,84041,Layton,197,"$195,000 ",2006,Davis
281,84054,North Salt Lake,48,"$337,004 ",2006,Davis
282,84075,Syracuse,125,"$234,900 ",2006,Davis
283,84087,Woods Cross,40,"$235,000 ",2006,Davis
284,84067,Roy,195,"$156,000 ",2006,Weber
285,84310,Eden,11,"$450,000 ",2006,Weber
286,84315,Hooper,27,"$249,006 ",2006,Weber
287,84317,Huntsville,6,"$405,000 ",2006,Weber
288,84401,Marriott/Slaterville,178,"$119,950 ",2006,Weber
289,84403,South Ogden,152,"$124,250 ",2006,Weber
290,84404,Farr West/Harrisville,276,"$137,750 ",2006,Weber
291,84405,Riverdale/Ogden,100,"$170,000 ",2006,Weber
292,84414,North Ogden,96,"$210,500 ",2006,Weber
293,84022,Dugway,0,,2006,Tooele
294,84029,Grantsville,32,"$198,304 ",2006,Tooele
295,84071,Rush Valley,3,,2006,Tooele
296,84074,Tooele,228,"$174,650 ",2006,Tooele
297,84003,American Fork,104,"$297,000 ",2006,Utah
298,84004,Alpine,17,"$585,000 ",2006,Utah
299,84042,Lindon,13,"$369,990 ",2006,Utah
300,84043,Lehi,263,"$259,900 ",2006,Utah
301,84057,Orem,84,"$192,000 ",2006,Utah
302,84058,Orem,51,"$219,900 ",2006,Utah
303,84062,Pleasant Grove,96,"$290,095 ",2006,Utah
304,84097,Orem,40,"$273,750 ",2006,Utah
305,84601,Provo,88,"$178,750 ",2006,Utah
306,84604,Provo,45,"$287,000 ",2006,Utah
307,84606,Provo,31,"$197,500 ",2006,Utah
308,84626,Elberta,0,,2006,Utah
309,84633,Goshen,0,,2006,Utah
310,84645,Mona,0,,2006,Utah
311,84651,Payson,81,"$195,000 ",2006,Utah
312,84653,Salem,18,"$319,700 ",2006,Utah
313,84655,Santaquin,43,"$205,000 ",2006,Utah
314,84660,Spanish Fork,137,"$208,000 ",2006,Utah
315,84663,Springville,86,"$186,250 ",2006,Utah
316,84664,Mapleton,17,"$342,334 ",2006,Utah
317,84006,Copperton,0,,2007,Salt Lake
318,84009,South Jordan,0,,2007,Salt Lake
319,84020,Draper,91,"$420,000 ",2007,Salt Lake
320,84044,Magna,111,"$170,000 ",2007,Salt Lake
321,84047,Midvale,45,"$221,900 ",2007,Salt Lake
322,84065,Riverton,62,"$325,000 ",2007,Salt Lake
323,84070,Sandy,35,"$220,000 ",2007,Salt Lake
324,84081,West Jordan,0,,2007,Salt Lake
325,84084,West Jordan,148,"$221,000 ",2007,Salt Lake
326,84088,West Jordan,122,"$264,750 ",2007,Salt Lake
327,84092,Sandy,73,"$410,000 ",2007,Salt Lake
328,84093,Sandy,50,"$362,000 ",2007,Salt Lake
329,84094,Sandy,74,"$247,250 ",2007,Salt Lake
330,84095,South Jordan,99,"$338,988 ",2007,Salt Lake
331,84096,Herriman,69,"$292,900 ",2007,Salt Lake
332,84101,Salt Lake City,2,,2007,Salt Lake
333,84102,Salt Lake City,15,"$265,000 ",2007,Salt Lake
334,84103,Salt Lake City,35,"$402,550 ",2007,Salt Lake
335,84104,Salt Lake City,69,"$138,000 ",2007,Salt Lake
336,84105,Salt Lake City,73,"$283,900 ",2007,Salt Lake
337,84106,Salt Lake City,76,"$261,500 ",2007,Salt Lake
338,84107,Murray,35,"$225,000 ",2007,Salt Lake
339,84108,Salt Lake City,36,"$382,500 ",2007,Salt Lake
340,84109,Salt Lake City,29,"$283,000 ",2007,Salt Lake
341,84111,Salt Lake City,18,"$178,400 ",2007,Salt Lake
342,84115,South Salt Lake,59,"$179,000 ",2007,Salt Lake
343,84116,Salt Lake City,74,"$169,950 ",2007,Salt Lake
344,84117,Holladay,32,"$404,000 ",2007,Salt Lake
345,84118,Kearns,202,"$185,000 ",2007,Salt Lake
346,84119,West Valley City,83,"$192,000 ",2007,Salt Lake
347,84120,West Valley City,97,"$185,900 ",2007,Salt Lake
348,84121,Cottonwood,81,"$298,900 ",2007,Salt Lake
349,84123,Taylorsville,50,"$252,450 ",2007,Salt Lake
350,84124,Holladay,33,"$352,500 ",2007,Salt Lake
351,84128,West Valley,66,"$204,625 ",2007,Salt Lake
352,84129,Taylorsville,0,,2007,Salt Lake
353,84010,Bountiful,59,"$285,900 ",2007,Davis
354,84014,Centerville,21,"$272,000 ",2007,Davis
355,84015,Clearfield,180,"$184,650 ",2007,Davis
356,84025,Farmington,33,"$263,000 ",2007,Davis
357,84037,Kaysville,52,"$269,000 ",2007,Davis
358,84040,Layton,60,"$246,250 ",2007,Davis
359,84041,Layton,157,"$200,500 ",2007,Davis
360,84054,North Salt Lake,38,"$253,282 ",2007,Davis
361,84075,Syracuse,79,"$250,000 ",2007,Davis
